,guessWord,genreHint,directorsHint,studioHint,sentenceInfo
6939,Growing Up Smith (Good Ol' Boy),"Comedy, Drama, Kids & Family",Frank Lotito,Good Deed Entertainment,7_2_5_5_3_4
6940,Grown Up Movie Star,"Comedy, Drama",Adriana Maggs,Mongrel Media,5_2_5_4
6941,Grown Ups,Comedy,Dennis Dugan,Sony Pictures,5_3
6942,Grown Ups 2,Comedy,Dennis Dugan,Sony Pictures,5_3_1
6943,The Grudge 2,"Horror, Mystery & Suspense",Takashi Shimizu,Sony Pictures Entertainment,3_6_1
6944,Grudge Match,"Comedy, Drama, Sports & Fitness",Peter Segal,Warner Bros. Pictures,6_5
6945,Grumpier Old Men,Comedy,Howard Deutch,Warner Home Video,8_3_3
6946,Grumpy Cat's Worst Christmas Ever,Comedy,"Jeff Morris, Tim Hill",Lifetime Movie Network,6_5_5_9_4
6947,Grumpy Old Men,"Comedy, Drama",Donald Petrie,Warner Bros. Pictures,6_3_3
6948,In Bloom,Drama,"Nana Ekvtimishvili, Simon Gross",Big World Pictures,2_5
6949,GTFO: Get the F&#% Out,Documentary,Shannon Sun-Higginson,,5_3_3_4_3
6950,Guardians of the Galaxy,"Action & Adventure, Science Fiction & Fantasy",James Gunn (II),Walt Disney Pictures,9_2_3_6
6951,Guardians of the Galaxy Vol. 2,"Action & Adventure, Comedy, Science Fiction & Fantasy",James Gunn (II),Walt Disney Pictures,9_2_3_6_4_1
6952,Guarding Tess,"Comedy, Mystery & Suspense",Hugh Wilson,Sony Pictures Home Entertainment,8_4
6953,G�eros,Comedy,Alonso Ruizpalacios,Kino Lorber Films,6
6954,Guerrilla: The Taking of Patty Hearst,Documentary,Robert Stone,Magnolia Pictures,10_3_6_2_5_6
6955,Guess Who,Comedy,Kevin Rodney Sullivan,Sony Pictures,5_3
6956,Guess Who's Coming to Dinner,"Classics, Comedy, Drama, Romance",Stanley Kramer,Columbia Pictures Corporation,5_5_6_2_6
6957,Guest of Cindy Sherman,"Documentary, Musical & Performing Arts","Paul H-O, Tom Donahue",Trela Media,5_2_5_7
6958,Guidance,Comedy,Pat Mills,Strand Releasing,8
6959,The Guilty,"Drama, Mystery & Suspense","Anthony Waller, Anthony Walker",Studio Home Entertainment,3_6
6960,Guilty as Sin,"Drama, Mystery & Suspense",Sidney Lumet,Buena Vista,6_2_3
6961,Guilty by Suspicion,Drama,Irwin Winkler,Warner Home Video,6_2_9
6962,Guilty Of Romance,"Art House & International, Drama, Mystery & Suspense",Sion Sono,Olive Films,6_2_7
6963,Gulliver's Travels,"Action & Adventure, Comedy, Science Fiction & Fantasy",Rob Letterman,20th Century Fox,10_7
6964,The Gumball Rally,"Action & Adventure, Comedy",Chuck Bail,WARNER BROTHERS PICTURES,3_7_5
6965,Gun Hill Road,Drama,Rashaad Ernesto Green,Independent Pictures,3_4_4
6966,Gun Shy,Comedy,Eric Blakeney,Hollywood Pictures,3_3
6967,Gun Shy,Action & Adventure,Simon West,,3_3
6968,Guncrazy,"Action & Adventure, Drama, Mystery & Suspense",Tamra Davis,Academy Entertainment,8
6969,Gunfight at the O.K. Corral,"Action & Adventure, Classics, Western",John Sturges,Paramount Pictures,8_2_3_4_6
6970,Gunga Din,"Action & Adventure, Classics, Comedy, Drama",George Stevens,Turner Home Entertainment,5_3
6971,Gunless,"Action & Adventure, Comedy, Western",William Phillips,Cinema Eopch,7
6972,Gunnin' for That #1 Spot,"Documentary, Sports & Fitness",Adam Yauch,Oscilloscope Pictures,7_3_4_2_4
6973,The Guns of Navarone,"Action & Adventure, Art House & International, Classics, Drama",J. Lee Thompson,Columbia Pictures,3_4_2_8
6974,Guru,"Art House & International, Drama",Mani Ratnam,Adlabs Films,4
6975,Gut,"Horror, Mystery & Suspense",Elias,Vanguard Cinema,3
6976,Guy and Madeline on a Park Bench,"Drama, Musical & Performing Arts",Damien Chazelle,Variance Films,3_3_8_2_1_4_5
6977,Guy X,Comedy,Saul Metzstein,Movision,3_1
6978,Guys and Balls,"Art House & International, Comedy, Drama, Sports & Fitness",Sherry Hormann,Regent Releasing,4_3_5
6979,Guys and Dolls,"Classics, Comedy, Drama, Musical & Performing Arts","Joseph L. Mankiewicz, Frank L. Mankiewicz",MGM,4_3_5
6980,Guzaarish,"Drama, Romance",Sanjay Leela Bhansali,UTV Communications,9
6981,Gwen,"Horror, Mystery & Suspense",William McGregor,RLJE Films,4
6982,Gymkata,"Action & Adventure, Drama",Robert Clouse,Warner Home Video,7
6983,Gypsy 83,"Art House & International, Comedy, Drama",Todd Stephens,Small Planet,5_2
6984,When the Road Bends: Tales of a Gypsy Caravan,"Documentary, Musical & Performing Arts, Special Interest",Jasmine Dellal,Shadow Distribution,4_3_4_6_5_2_1_5_7
6985,H,"Art House & International, Drama, Mystery & Suspense","Jong-hyuk Lee, Lee Jong-hyuk, Lee Jong-hyeok",Tartan Films,1
6986,H2: Halloween II,Horror,Rob Zombie,The Weinstein Company,3_9_2
6987,Ha-shoter (Policeman),"Art House & International, Drama",Nadav Lapid,Corinth Films,9_11
6988,Habermann,"Art House & International, Drama","Yoraye Hz, Juraj Herz",Corinth Films,9
6989,Hachi: A Dog's Tale,"Drama, Kids & Family",Lasse Hallstrom,Inferno Entertainment,6_1_5_4
6990,Hackers,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",Iain Softley,MGM,7
6991,Hacksaw Ridge,"Action & Adventure, Drama",Mel Gibson,Summit Entertainment,7_5
6992,Hagazussa: A Heathen's Curse (Hagazussa),"Art House & International, Horror",Lukas Feigelfeld,Doppelg�nger Releasing,10_1_9_5_11
6993,Haiku Tunnel,"Art House & International, Comedy","Jacob Kornbluth, Josh Kornbluth",Sony Pictures Classics,5_6
6994,"Hail, Caesar!",Comedy,"Joel Coen, Ethan Coen",Universal Pictures,5_7
6995,"Je Vous Salue, Marie (Hail Mary)","Art House & International, Drama, Special Interest, Faith & Spirituality",Jean-Luc Godard,,2_4_6_5_5_5
6996,Hail the Conquering Hero,"Classics, Comedy, Drama",Preston Sturges,MCA Universal Home Video,4_3_10_4
6997,Hair,"Comedy, Drama, Musical & Performing Arts",Milos Forman,United Artists,4
6998,Hair High,"Animation, Comedy, Horror, Romance",Bill Plympton,Plymptoons,4_4
6999,HairBrained,"Comedy, Drama",Billy Kent,Vertical Entertainment,11
7000,Hairspray,"Comedy, Musical & Performing Arts",Adam Shankman,New Line Cinema,9
7001,"Hale County This Morning, This Evening",Documentary,RaMell Ross,The Cinema Guild,4_6_4_8_4_7
7002,Half Light,"Drama, Mystery & Suspense, Science Fiction & Fantasy",Craig Rosenberg,First Look Pictures,4_5
7003,Half a Sixpence,"Classics, Musical & Performing Arts, Romance",George Sidney II,,4_1_8
7004,Half Baked,Comedy,Tamra Davis,Universal Pictures,4_5
7005,Half Magic,Comedy,Heather Graham,Momentum Pictures,4_5
7006,Half Nelson,Drama,Ryan Fleck,ThinkFilm,4_6
7007,Half of a Yellow Sun,Drama,Biyi Bandele,Monterey Media,4_2_1_6_3
7008,Half Past Dead,Action & Adventure,Don Michael Paul,Screen Gems,4_4_4
7009,Hall Pass,Comedy,"Matthew F. Leonetti, Peter Farrelly, Bobby Farrelly",Warner Bros. Pictures,4_4
7010,Hallowed Ground,Horror,Miles Doleac,Uncork'd Entertainment,8_6
7011,Halloween,Horror,Rob Zombie,MGM,9
7012,Halloween,Horror,David Gordon Green,Universal Pictures,9
7013,Halloween 4: The Return of Michael Myers,Horror,"Dwight H. Little, Mark Cullingham",Twentieth Century Fox Home Entertainment,9_2_3_6_2_7_5
7014,Halloween 5: The Revenge of Michael Myers,Horror,Dominique Othenin-Girard,Trancas International Films Inc.,9_2_3_7_2_7_5
7015,Halloween H20,Horror,Steve Miner,Miramax,9_3
7016,Halloween II,"Drama, Horror","John Carpenter, Rick Rosenthal",Universal Pictures,9_2
7017,Halloween III: Season of the Witch,"Horror, Science Fiction & Fantasy",Tommy Lee Wallace,MCA Universal Home Video,9_4_6_2_3_5
7018,Halloween: Resurrection,Horror,Rick Rosenthal,Dimension Films,10_12
7019,Halloween - The Curse of Michael Myers (Halloween 6),"Horror, Kids & Family",Joe Chappelle,Lyrick,9_1_3_5_2_7_5_10_2
7020,Halloweentown,"Comedy, Kids & Family, Science Fiction & Fantasy",Duwayne Dunham,Singer/White Productions,13
7021,Halls of Montezuma,"Action & Adventure, Classics, Drama",Lewis Milestone,Fox,5_2_9
7022,Hamburger Hill,"Action & Adventure, Drama",John Irvin,Vestron Video,9_4
7023,Hamlet 2,Comedy,Andrew Fleming,Focus Features,6_1
7024,Hammer Of The Gods,Action & Adventure,Farren Blackburn,Magnolia Pictures,6_2_3_4
7025,Hammett,"Action & Adventure, Drama, Mystery & Suspense",Wim Wenders,LionsGate Entertainment,7
7026,Hampstead,"Comedy, Drama, Romance",Joel Hopkins,IFC Films,9
7027,Hancock,"Action & Adventure, Comedy, Drama",Peter Berg,Columbia Pictures,7
7028,The Handmaid's Tale,"Drama, Science Fiction & Fantasy",Volker Schl�ndorff,HBO Video,3_10_4
7029,Hands of Stone,"Action & Adventure, Drama",Jonathan Jakubowicz,Fuego Films,5_2_5
7030,Handsome Harry,Drama,Bette Gordon,Screen Media Ventures,8_5
7031,Hang 'em High,"Classics, Drama, Western",Ted Post,United Artists,4_3_4
7032,Hangar 10,"Horror, Mystery & Suspense, Science Fiction & Fantasy",Daniel Simpson,Newscope Films,6_2
7033,Hangin' with the Homeboys,"Comedy, Drama",Joseph B. Vasquez,New Line Cinema,7_4_3_8
7034,Hanging Up,"Comedy, Drama",Diane Keaton,Sony Pictures Home Entertainment,7_2
7035,Hangman,Horror,Adam Mason,Energize Students,7
7036,Hangman,"Drama, Mystery & Suspense",Johnny Martin,Saban Films,7
7037,Hangmen Also Die,Classics,Fritz Lang,Cohen Media Group,7_4_3
7038,Hanky Panky,"Action & Adventure, Comedy, Drama, Mystery & Suspense",Sidney Poitier,Sony Pictures Entertainment,5_5
7039,Hanna,"Action & Adventure, Mystery & Suspense",Joe Wright,Focus Features,5
7040,Hannah Montana/Miley Cyrus: Best of Both Worlds Concert Tour,"Documentary, Kids & Family, Musical & Performing Arts",Bruce Hendricks,Walt Disney Studios,6_13_6_4_2_4_6_7_4
7041,Hannah and Her Sisters,"Comedy, Drama, Romance",Woody Allen,Orion Pictures,6_3_3_7
7042,Hannah Arendt,Drama,Margarethe von Trotta,Zeitgeist Films,6_6
7043,Hannah Free,"Drama, Gay & Lesbian",Wendy Jo Carlton,Ripe Fruit Films,6_4
7044,Hannah Gadsby: Nanette,Comedy,"Madeleine Parry, Jon Olb",Netflix,6_7_7
7045,Hannah Montana: The Movie,"Comedy, Kids & Family",Peter Chelsom,Walt Disney Pictures,6_8_3_5
7046,Hannah Takes the Stairs,"Art House & International, Comedy, Drama",Joe Swanberg,IFC First Take,6_5_3_6
7047,Hannibal Buress: Comedy Camisado,"Comedy, Television",Lance Bangs,Netflix,8_7_6_8
7048,Hannibal Rising,"Drama, Horror, Mystery & Suspense",Peter Webber,MGM,8_6
7049,Hanover Street,"Action & Adventure, Drama, Romance",Peter Hyams,Sony Pictures Entertainment,7_6
7050,Hans Christian Andersen,"Classics, Kids & Family, Musical & Performing Arts, Romance",Charles Vidor,MGM,4_9_8
7051,Hansel and Gretel: Witch Hunters,"Action & Adventure, Comedy",Tommy Wirkola,Paramount Pictures/MGM,6_3_7_5_7
7052,The Happiest Millionaire,"Comedy, Drama, Kids & Family, Musical & Performing Arts",Norman Tokar,Walt Disney Productions,3_8_11
7053,Happily N'ever After,"Animation, Comedy, Kids & Family, Science Fiction & Fantasy",Paul J. Bolger,Lionsgate,7_6_5
7054,The Happiness of the Katakuris,"Art House & International, Comedy, Drama, Horror, Musical & Performing Arts",Takashi Miike,,3_9_2_3_9
7055,Happy Accidents,"Comedy, Drama, Romance",Brad Anderson,IFC Films,5_9
7056,Happy Anniversary,Comedy,Jared Stern,Netflix,5_11
7057,Happy as Lazzaro (Lazzaro felice),"Art House & International, Drama",Alice Rohrwacher,Netflix,5_2_7_8_7
7058,Happy Birthday to Me,"Art House & International, Horror",J. Lee Thompson,Columbia Pictures,5_8_2_2
7059,Happy Campers,Comedy,Daniel Waters,New Line Cinema,5_7
7060,Happy Christmas,Drama,Joe Swanberg,Magnolia Pictures,5_9
7061,Happy Death Day,Horror,Christopher Landon,Universal Studios,5_5_3
7062,Happy Death Day 2U,Horror,Christopher Landon,Universal Pictures,5_5_3_2
7063,Happy Endings,"Art House & International, Comedy, Drama",Don Roos,Lions Gate,5_7
7064,Happy Feet,"Animation, Comedy, Kids & Family","George Miller, Warren Coleman, Judy Morris",Warner Bros. Pictures,5_4
7065,Happy Feet Two,"Animation, Art House & International, Kids & Family","Gary Eck, David Peers",Warner Bros. Pictures,5_4_3
7066,"Happy, Happy","Art House & International, Comedy, Special Interest",Anne Sewitsky,Magnolia Pictures,6_5
7067,Happy Here and Now,"Drama, Mystery & Suspense",Michael Almereyda,IFC Films,5_4_3_3
7068,Happy People: A Year in the Taiga,"Art House & International, Documentary, Special Interest","Werner Herzog, Dmitry Vasyukov",Music Box Films,5_7_1_4_2_3_5
7069,"Happy, Texas",Comedy,Mark Illsley,Miramax Films,6_5
7070,Happy Valley,"Documentary, Drama",Amir Bar-Lev,Music Box Films,5_6
7071,HappyThankYouMorePlease,Comedy,Josh Radnor,Hannover House,23
7072,Hara-Kiri: Death of a Samurai,"Action & Adventure, Art House & International, Drama","Kikumi Yamagishi, Takashi Miike",Tribecca Film,10_5_2_1_7
7073,Harakiri,"Art House & International, Classics, Drama",Masaki Kobayashi,Criterion Collection,8
7074,Harbinger Down,"Horror, Science Fiction & Fantasy",Alec Gillis,Vertical Entertainment,9_4
7075,Hard Breakers,Comedy,Leah Sturgis,Freestyle Releasing,4_8
7076,Hard Candy,"Drama, Horror, Mystery & Suspense",David Slade,Lions Gate Films,4_5
7077,Hard Core Logo,"Comedy, Drama, Musical & Performing Arts",Bruce McDonald,Miramax Films,4_4_4
7078,Hard Eight,Drama,Paul Thomas Anderson,MGM,4_5
7079,Hard Rain,Action & Adventure,Michael Salomon,Paramount Home Video,4_4
7080,Hard Sell,"Comedy, Drama",Sean Nalaboff,Yellow Cote Productions,4_4
7081,Hard Target,Action & Adventure,John Woo,MCA Universal Home Video,4_6
7082,Hard Ticket to Hawaii,"Action & Adventure, Comedy, Mystery & Suspense",Andy Sidaris,Malibu Bay Films,4_6_2_6
7083,Hard to be a God,Science Fiction & Fantasy,Aleksei German,Kino Lorber,4_2_2_1_3
7084,Hard to Kill,"Action & Adventure, Drama, Mystery & Suspense",Bruce Malmuth,Warner Home Video,4_2_4
7085,The Hard Way,"Action & Adventure, Comedy",John Badham,MCA Universal Home Video,3_4_3
7086,The Hard Word,"Action & Adventure, Art House & International, Comedy, Drama, Mystery & Suspense",Scott Roberts,Lions Gate Distribution,3_4_4
7087,Hardball,"Comedy, Drama",Brian Robbins,Paramount Pictures,8
7088,Hardcore Henry,"Action & Adventure, Science Fiction & Fantasy",Ilya Naishuller,Bazelevs Production,8_5
7089,The Harder They Come,"Classics, Drama",Perry Henzell,Syndctd Entertainment,3_6_4_4
7090,Hardware,"Action & Adventure, Horror, Science Fiction & Fantasy",Richard Stanley,Millimeter Films,8
7091,Hardware Wars,Comedy,Ernie Fosselius,The Orchard,8_4
7092,Hari Kondabolu: Warn Your Relatives,Comedy,Bobcat Goldthwait,Netflix,4_10_4_4_9
7093,Harlem Aria,"Comedy, Drama",William Jennings,Magnolia Pictures,6_4
7094,Harlem Nights,"Action & Adventure, Comedy",Eddie Murphy,Paramount Home Video,6_6
7095,Harley Davidson and the Marlboro Man,Action & Adventure,Simon Wincer,MGM,6_8_3_3_8_3
7096,Harmonium (Fuchi ni tatsu),"Art House & International, Drama",Koji Fukada,Nagoya Broadcasting Network,9_6_2_6
7097,Harmontown,"Comedy, Documentary, Special Interest",Neil Berkeley,The Orchard,10
7098,Harold & Kumar Escape from Guantanamo Bay,Comedy,"Hayden Schlossberg, Jon Hurwitz",Warner Bros. Pictures,6_1_5_6_4_10_3
7099,Harold & Kumar Go to White Castle,"Action & Adventure, Comedy",Danny Leiner,New Line Cinema,6_1_5_2_2_5_6
7100,Harold And Lillian: A Hollywood Love Story,Documentary,"Daniel Raim, Francis Ford Coppola, Mel Brooks, Danny DeVito",Adama Films,6_3_8_1_9_4_5
7101,Harold and Maude,"Classics, Comedy, Romance",Hal Ashby,Paramount Pictures,6_3_5
7102,Harold's Going Stiff,"Comedy, Horror",Keith Wright,Level 33 Entertainment,8_5_5
7103,Harper (The Moving Target),"Drama, Mystery & Suspense",Jack Smight,Warner Bros.,6_4_6_7
7104,Harpoon,"Art House & International, Comedy, Horror",Rob Grant,Epic Pictures,7
7105,Harrison's Flowers,"Art House & International, Drama",Elie Chouraqui,Universal Focus,10_7
7106,Harry and the Hendersons,"Comedy, Kids & Family",William Dear,Universal Pictures,5_3_3_10
7107,Harry and Walter Go to New York,Comedy,Mark Rydell,Columbia Pictures,5_3_6_2_2_3_4
7108,Harry Benson: Shoot First,Documentary,"Justin Bare, Matthew Miele",Quixotic Endeavors,5_7_5_5
7109,Harry Brown,"Art House & International, Drama, Mystery & Suspense",Daniel Barber,Samuel Goldwyn Films,5_5
7110,Harry Dean Stanton: Partly Fiction,"Documentary, Television",Sophie Huber,Adopt Films,5_4_8_6_7
7111,Harry Potter and the Chamber of Secrets,"Kids & Family, Science Fiction & Fantasy",Chris Columbus,Warner Bros. Pictures,5_6_3_3_7_2_7
7112,Harry Potter and the Deathly Hallows - Part 1,"Action & Adventure, Drama, Kids & Family, Mystery & Suspense, Science Fiction & Fantasy",David Yates (II),Warner Bros. Pictures,5_6_3_3_7_7_1_4_1
7113,Harry Potter and the Deathly Hallows - Part 2,"Action & Adventure, Drama, Kids & Family, Mystery & Suspense, Science Fiction & Fantasy",David Yates (II),Warner Bros. Pictures,5_6_3_3_7_7_1_4_1
7114,Harry Potter and the Goblet of Fire,"Action & Adventure, Kids & Family, Science Fiction & Fantasy",Mike Newell,Warner Bros. Pictures,5_6_3_3_6_2_4
7115,Harry Potter and the Half-Blood Prince,"Action & Adventure, Drama, Kids & Family, Mystery & Suspense, Science Fiction & Fantasy",David Yates (II),Warner Bros. Pictures,5_6_3_3_10_6
7116,Harry Potter and the Order of the Phoenix,"Action & Adventure, Drama, Kids & Family, Science Fiction & Fantasy",David Yates (II),Warner Bros. Pictures,5_6_3_3_5_2_3_7
7117,Harry Potter and the Prisoner of Azkaban,"Kids & Family, Science Fiction & Fantasy",Alfonso Cuar�n,Warner Bros. Pictures,5_6_3_3_8_2_7
7118,Harry Potter and the Sorcerer's Stone,"Action & Adventure, Kids & Family, Science Fiction & Fantasy",Chris Columbus,Warner Bros. Pictures,5_6_3_3_10_5
7119,Harsh Times,"Action & Adventure, Drama",David Ayer,MGM,5_5
7120,Hart's War,Drama,Gregory Hoblit,MGM/UA,6_3
7121,Harvard Beats Yale 29-29,"Documentary, Sports & Fitness",Kevin Rafferty,Emerging Pictures,7_5_4_5
7122,Harvard Man,"Comedy, Drama",James Toback,Cowboy Pictures,7_3
7123,Harvest,"Drama, Romance",Marc Meyers,Monterey Media,7
7124,Harvey,"Classics, Comedy, Drama, Science Fiction & Fantasy",Henry Koster,MCA Universal Home Video,6
7125,The Harvey Girls,"Classics, Comedy, Musical & Performing Arts, Western",George Sidney,MGM Home Entertainment,3_6_5
7126,Hasan Minhaj: Homecoming King,Comedy,Christopher Storer,Netflix,5_7_10_4
7127,Ha-Sodot (The Secrets),"Art House & International, Drama, Gay & Lesbian",Avi Nesher,Monterey Media,8_4_8
7128,Hatari!,"Action & Adventure, Classics, Comedy, Drama",Howard Hawks,Howard Hawks,7
7129,Hatchet,Horror,Adam Green,Anchor Bay Entertainment,7
7130,Hatchet for the Honeymoon (Il rosso segno della follia),"Art House & International, Horror, Mystery & Suspense, Science Fiction & Fantasy",Mario Bava,Charter Video,7_3_3_9_3_5_5_5_7
7131,Hatchet II,"Action & Adventure, Comedy, Horror, Mystery & Suspense",Adam Green,Dark Sky Films,7_2
7132,Hatchet III,Horror,B.J. McDonnell,MPI Media Group,7_3
7133,Hate Crime,"Drama, Mystery & Suspense, Gay & Lesbian",Tommy Stovall,Image Entertainment,4_5
7134,Hateship Loveship,"Comedy, Drama",Liza Johnson,IFC Films,8_8
7135,Hating Breitbart,"Documentary, Special Interest",Andrew Marcus,Rocky Mountain Pictures,6_9
7136,Haunt,Horror,Mac Carter,IFC Films,5
7137,Haunt,"Horror, Mystery & Suspense","Scott Beck, Bryan Woods",Momentum Pictures,5
7138,Dark House,"Drama, Horror, Mystery & Suspense",Victor Salva,Charles Agron Productions,4_5
7139,The Haunted Mansion,"Comedy, Horror, Kids & Family, Mystery & Suspense, Science Fiction & Fantasy",Rob Minkoff,Buena Vista Pictures,3_7_7
7140,The Haunted Palace,Horror,Roger Corman,American International Pictures,3_7_6
7141,The Haunted World of El Superbeasto,"Action & Adventure, Animation, Comedy, Horror, Mystery & Suspense","Rob Zombie, Mr. Lawrence",Anchor Bay Entertainment,3_7_5_2_2_11
7142,Haunter,"Horror, Mystery & Suspense",Vincenzo Natali,IFC Midnight,7
7143,Haunters: The Art of the Scare,"Documentary, Horror",Jon Schnitzer,The Brain Factory,9_3_3_2_3_5
